Series Name,"Series Code","Country Name","Country Code","Time","Time Code","Value"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2005","YR2005","2.09400010108948"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2006","YR2006","2.08599996566772"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2007","YR2007","2.02999997138977"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2008","YR2008","1.92700004577637"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2009","YR2009","1.74000000953674"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2010","YR2010","1.11000001430511"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2011","YR2011","1"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2012","YR2012","1.02999997138977"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2013","YR2013","1.32000005245209"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2014","YR2014","1.25999999046326"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2015","YR2015","1.85000002384186"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2016","YR2016","1.85000002384186"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2017","YR2017","1.87000000476837"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2018","YR2018","1.1599999666214"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2019","YR2019","1.67999994754791"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2020","YR2020","2.09999990463257"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2021","YR2021","2.38000011444092"
,"","","","","",""
,"","","","","",""
,"","","","","",""
Data from database: World Development Indicators,"","","","","",""
Last Updated: 03/01/2023,"","","","","",""
